CourseID,StudentID,Grades,Geography
T108002,17,5.25,False
T105001,17,4.0,False
T108000,17,5.25,False
T108003,17,5.0,False
T200002,17,5.5,False
T200000,17,4.75,False
T200001,17,5.0,False
T207041,17,4.25,False
T207033,17,4.5,False
T207040,17,4.25,False
T200003,17,4.25,False
T207000,17,5.5,False
T207012,17,5.25,False
T207038,17,5.75,False
T207037,17,5.0,False
T207002,17,5.25,False
T207034,17,4.5,False
T207004,17,4.75,False
T207002,17,4.0,False
J2P201,17,4.5,False
12E050SCIENCES,17,5.5,False
12E051SCIENCES,17,5.5,False
T206006,17,5.25,False
T205004,17,5.75,False
T206001,17,4.75,False
T100007,18,5.0,True
T100005,18,5.25,True
T107005,18,5.0,True
T100000,18,5.0,True
T100001,18,4.5,True
T100004,18,5.5,True
T100006,18,5.5,True
T107009,18,4.75,True
T100003,18,4.5,True
T106001,18,5.0,True
T105001,18,4.25,True
T108002,18,5.75,True
T106006,18,4.75,True
T200002,18,5.0,True
T200000,18,4.75,True
T200001,18,4.75,True
T207041,18,4.5,True
T207033,18,5.75,True
T207040,18,5.25,True
T200003,18,5.0,True
T207000,18,5.75,True
T207012,18,5.25,True
T207035,18,5.75,True
T207037,18,4.75,True
T206060,18,4.25,True
T207036,18,5.75,True
T207034,18,4.5,True
J2D035,18,5.25,True
T207059,18,5.75,True
T206054,18,4.5,True
T208003,18,4.5,True
T205020,18,4.5,True
T208000,18,6.0,True
T206024,18,5.5,True
T100007,19,4.75,True
T100005,19,5.0,True
T107005,19,5.25,True
T100000,19,5.25,True
T100001,19,4.75,True
T100004,19,4.0,True
T100006,19,4.75,True
T107009,19,5.0,True
T100003,19,4.5,True
T105001,19,4.75,True
T106001,19,4.75,True
T108002,19,5.0,True
T106006,19,5.25,True
T200002,19,5.5,True
T200000,19,4.75,True
T200001,19,4.75,True
T207041,19,6.0,True
T207033,19,5.0,True
T207040,19,4.75,True
T200003,19,4.25,True
T207000,19,4.25,True
T207038,19,5.25,True
T207012,19,5.25,True
T207035,19,5.0,True
T207002,19,4.75,True
T206060,19,5.0,True
T207004,19,4.75,True
T207036,19,4.5,True
J2D035,19,5.25,True
T207034,19,4.5,True
T205027,19,4.5,True
T208012,19,5.0,True
T206056,19,4.5,True
T100007,20,5.0,True
T100005,20,5.25,True
T107005,20,4.25,True
T100000,20,5.0,True
T100001,20,4.25,True
T100004,20,4.5,True
T100006,20,4.75,True
T107009,20,4.5,True
T100003,20,5.75,True
T108002,20,5.25,True
T108000,20,4.5,True
T106001,20,5.5,True
T106006,20,4.75,True
T200002,20,5.25,True
T200000,20,5.5,True
T200001,20,5.25,True
T207041,20,4.5,True
T207033,20,5.0,True
T207040,20,4.75,True
T200003,20,5.25,True
T207000,20,5.0,True
T207037,20,5.25,True
T207012,20,4.0,True
T207035,20,5.5,True
T206060,20,5.75,True
T207034,20,5.25,True
T207036,20,5.25,True
J2D035,20,5.0,True
J2P015,20,4.75,True
T206054,20,5.75,True
T205020,20,4.5,True
T206006,20,4.75,True
T206056,20,4.75,True
T206002,20,5.0,True
T100007,21,4.75,True
T100005,21,5.0,True
T107005,21,5.25,True
T100000,21,5.25,True
T100001,21,5.5,True
T100004,21,5.25,True
T100006,21,5.0,True
T107009,21,5.25,True
T100003,21,5.5,True
T105001,21,5.25,True
T108002,21,4.75,True
T106001,21,5.25,True
T106006,21,4.5,True
T200002,21,5.25,True
T200000,21,5.0,True
T200001,21,5.5,True
T207041,21,5.5,True
T207033,21,5.5,True
T207040,21,5.0,True
T200003,21,5.0,True
T207000,21,5.75,True
T207012,21,5.25,True
T207038,21,4.75,True
T207037,21,5.0,True
T207002,21,5.25,True
T206060,21,4.75,True
T207034,21,5.0,True
T207004,21,4.0,True
J2P201,21,5.75,True
J2P015,21,4.0,True
5869,21,5.75,True
5870,21,4.75,True
T208000,21,5.0,True
T205020,21,4.75,True
T206002,21,5.25,True
T100007,22,4.75,False
T100005,22,5.0,False
T107005,22,5.0,False
T100000,22,4.5,False
T100001,22,4.25,False
T100004,22,5.25,False
T100006,22,4.75,False
T107009,22,4.75,False
T100003,22,5.0,False
T108002,22,5.5,False
T105001,22,4.25,False
T108000,22,5.0,False
T108003,22,4.25,False
T200002,22,4.5,False
T200000,22,4.75,False
T200001,22,5.25,False
T207041,22,4.5,False
T207033,22,5.0,False
T207040,22,4.5,False
T200003,22,5.0,False
T207000,22,4.25,False
T207012,22,5.0,False
T207038,22,5.5,False
T207035,22,5.25,False
T207002,22,5.0,False
T207034,22,5.25,False
T207004,22,5.0,False
T207002,22,5.25,False
J2P015,22,4.75,False
5869,22,4.5,False
5870,22,6.0,False
T205027,22,5.5,False
T206006,22,4.75,False
T208003,22,6.0,False
T100007,23,5.25,True
T100005,23,4.25,True
T107005,23,5.25,True
T100000,23,5.5,True
T100001,23,4.75,True
T100004,23,5.25,True
T100006,23,6.0,True
T107009,23,4.75,True
T100003,23,5.25,True
T105001,23,5.0,True
T108000,23,5.5,True
T106001,23,5.5,True
T106006,23,5.5,True
T200002,23,5.25,True
T200000,23,5.25,True
T200001,23,4.75,True
T207041,23,5.0,True
T207033,23,5.25,True
T207040,23,4.25,True
T200003,23,5.25,True
T207000,23,4.75,True
T207012,23,5.5,True
T207037,23,4.75,True
T207038,23,5.25,True
T207002,23,5.5,True
T206060,23,4.5,True
T207036,23,5.0,True
T207034,23,5.25,True
J2P015,23,5.25,True
T207059,23,5.0,True
5869,23,4.75,True
5870,23,5.25,True
T206057,23,4.25,True
T208014,23,5.75,True
T208003,23,4.5,True
T100007,24,4.5,False
T100005,24,5.0,False
T107005,24,5.5,False
T100000,24,5.75,False
T100001,24,4.0,False
T100004,24,4.75,False
T100006,24,4.25,False
T107009,24,5.25,False
T100003,24,5.25,False
T108002,24,5.25,False
T108000,24,4.5,False
T105001,24,5.75,False
T108003,24,5.0,False
T200002,24,4.75,False
T200000,24,6.0,False
T200001,24,5.5,False
T207041,24,4.75,False
T207033,24,4.25,False
T207040,24,5.25,False
T200003,24,5.0,False
T207000,24,4.5,False
T207035,24,5.25,False
T207037,24,4.5,False
T207012,24,4.0,False
T207036,24,5.0,False
T207004,24,5.75,False
J2P015,24,4.5,False
T207034,24,5.25,False
T208016,24,5.25,False
T205004,24,5.25,False
T206001,24,4.5,False
T206006,24,4.75,False
T206024,24,6.0,False
T100007,25,4.75,True
T100005,25,5.5,True
T107005,25,4.75,True
T100000,25,4.75,True
T100001,25,5.0,True
T100004,25,5.0,True
T100006,25,4.5,True
T107009,25,4.0,True
T100003,25,4.0,True
T105001,25,4.75,True
T106001,25,5.0,True
T108002,25,5.75,True
T106006,25,5.0,True
T200002,25,4.25,True
T200000,25,4.5,True
T200001,25,4.5,True
T207041,25,4.75,True
T207033,25,6.0,True
T207040,25,4.75,True
T200003,25,5.5,True
T207000,25,5.0,True
T207037,25,5.0,True
T207035,25,5.0,True
T207012,25,4.75,True
T206060,25,5.5,True
T207034,25,5.5,True
T207004,25,5.0,True
T207036,25,5.0,True
J2P201,25,5.5,True
T206054,25,5.0,True
T206006,25,4.75,True
T206024,25,4.75,True
S102013,25,4.75,True
T208003,25,5.0,True
T100007,26,5.75,True
T100005,26,5.0,True
T107005,26,5.25,True
T100000,26,5.0,True
T100001,26,5.25,True
T100004,26,6.0,True
T100006,26,4.75,True
T107009,26,4.75,True
T100003,26,5.25,True
T108000,26,4.75,True
T106001,26,5.75,True
T105001,26,4.5,True
T106006,26,5.75,True
T200002,26,4.75,True
T200000,26,4.75,True
T200001,26,4.25,True
T207041,26,5.5,True
T207033,26,5.25,True
T207040,26,5.0,True
T200003,26,5.25,True
T207000,26,4.0,True
T207037,26,6.0,True
T207035,26,4.75,True
T207038,26,5.25,True
T207002,26,4.5,True
T206060,26,6.0,True
T207036,26,5.5,True
T207034,26,5.25,True
T207002,26,5.0,True
T207059,26,4.75,True
5869,26,5.25,True
5870,26,4.75,True
T206058,26,5.25,True
T206057,26,4.25,True
T206001,26,5.0,True
T100007,27,4.75,False
T100005,27,5.5,False
T107005,27,4.5,False
T100000,27,5.25,False
T100001,27,5.0,False
T100004,27,4.75,False
T100006,27,4.75,False
T107009,27,5.75,False
T100003,27,4.5,False
T108002,27,4.25,False
T105001,27,4.75,False
T108000,27,4.5,False
T108003,27,5.0,False
T200002,27,4.75,False
T200000,27,5.5,False
T200001,27,5.5,False
T207041,27,5.0,False
T207033,27,5.75,False
T207040,27,5.25,False
T200003,27,5.5,False
T207000,27,5.5,False
T207038,27,5.25,False
T207012,27,6.0,False
T207037,27,5.0,False
T207002,27,4.75,False
T207004,27,5.0,False
T207034,27,5.5,False
T207036,27,5.25,False
J2D035,27,5.75,False
5869,27,5.75,False
5870,27,5.5,False
T206006,27,5.5,False
T206024,27,5.75,False
T205004,27,5.5,False
T100007,28,5.25,True
T100005,28,4.25,True
T107005,28,5.25,True
T100000,28,5.0,True
T100001,28,5.25,True
T100004,28,4.5,True
T100006,28,5.0,True
T107009,28,4.75,True
T100003,28,5.75,True
T108002,28,4.75,True
T106001,28,5.75,True
T108000,28,5.0,True
T106006,28,5.25,True
T200002,28,5.25,True
T200000,28,4.5,True
T200001,28,5.75,True
T207041,28,4.75,True
T207033,28,6.0,True
T207040,28,5.75,True
T200003,28,4.75,True
T207000,28,5.0,True
T207038,28,4.5,True
T207037,28,6.0,True
T207035,28,4.25,True
T207002,28,5.0,True
T206060,28,4.25,True
T207034,28,5.25,True
T207036,28,4.5,True
J2P201,28,5.5,True
J2D035,28,5.5,True
T206002,28,5.25,True
T208011,28,5.25,True
T206001,28,4.5,True
T100007,29,4.75,True
T100005,29,5.0,True
T107005,29,5.25,True
T100000,29,5.5,True
T100001,29,5.0,True
T100004,29,5.75,True
T100006,29,5.25,True
T107009,29,4.25,True
T100003,29,4.75,True
T105001,29,5.25,True
T108002,29,4.75,True
T106001,29,4.5,True
T106006,29,5.75,True
T200002,29,6.0,True
T200000,29,4.0,True
T200001,29,5.75,True
T207041,29,5.0,True
T207033,29,5.0,True
T207040,29,5.25,True
T200003,29,5.25,True
T207000,29,4.5,True
T207038,29,5.25,True
T207012,29,5.5,True
T207037,29,4.0,True
T207002,29,5.0,True
T206060,29,5.5,True
T207036,29,4.0,True
T207034,29,4.75,True
T207059,29,5.25,True
J2P201,29,4.0,True
12E050SCIENCES,29,5.5,True
12E051SCIENCES,29,4.75,True
T206001,29,4.75,True
T205004,29,5.25,True
T208011,29,5.25,True
T100007,30,4.0,False
T100005,30,5.0,False
T107005,30,6.0,False
T100000,30,4.0,False
T100001,30,4.5,False
T100004,30,4.0,False
T100006,30,5.25,False
T107009,30,5.25,False
T100003,30,5.0,False
T108000,30,5.0,False
T105001,30,5.0,False
T108002,30,4.75,False
T108003,30,4.5,False
T200002,30,5.25,False
T200000,30,5.25,False
T200001,30,5.0,False
T207041,30,4.0,False
T207033,30,5.25,False
T207040,30,5.25,False
T200003,30,5.25,False
T207000,30,5.25,False
T207012,30,5.75,False
T207038,30,4.75,False
T207037,30,5.0,False
T207002,30,4.5,False
T207034,30,5.0,False
T207004,30,4.25,False
J2P201,30,4.75,False
J2D035,30,5.75,False
T206002,30,5.0,False
T206001,30,5.25,False
T208011,30,4.0,False
T100007,31,4.75,True
T100005,31,4.25,True
T107005,31,5.25,True
T100000,31,5.0,True
T100001,31,5.5,True
T100004,31,5.25,True
T100006,31,4.5,True
T107009,31,5.25,True
T100003,31,4.5,True
T108000,31,5.0,True
T106001,31,4.75,True
T108002,31,5.25,True
T106006,31,4.5,True
T200002,31,4.75,True
T200000,31,4.75,True
T200001,31,5.25,True
T207041,31,5.25,True
T207033,31,5.0,True
T207040,31,4.75,True
T200003,31,5.0,True
T207000,31,6.0,True
T207037,31,5.0,True
T207038,31,5.25,True
T207012,31,4.75,True
T207002,31,5.25,True
T206060,31,5.5,True
T207004,31,5.5,True
T207036,31,4.5,True
T207034,31,4.75,True
T207059,31,4.5,True
12E050SCIENCES,31,4.75,True
12E051SCIENCES,31,5.0,True
T205020,31,5.0,True
T206056,31,4.75,True
T206058,31,5.75,True
T100007,32,5.25,True
T100005,32,4.75,True
T107005,32,5.5,True
T100000,32,4.25,True
T100001,32,4.75,True
T100004,32,4.25,True
T100006,32,5.25,True
T107009,32,5.5,True
T100003,32,5.25,True
T106001,32,5.25,True
T108000,32,5.0,True
T108002,32,5.5,True
T106006,32,4.5,True
T200002,32,4.5,True
T200000,32,4.75,True
T200001,32,5.5,True
T207041,32,5.25,True
T207033,32,5.0,True
T207040,32,4.75,True
T200003,32,4.5,True
T207000,32,4.75,True
T207038,32,5.5,True
T207012,32,5.5,True
T207037,32,5.25,True
T207002,32,4.25,True
T206060,32,5.0,True
T207034,32,5.25,True
T207036,32,4.5,True
J2P015,32,4.75,True
T207059,32,6.0,True
5869,32,5.25,True
5870,32,5.5,True
T208003,32,5.0,True
T208000,32,5.0,True
T206056,32,5.0,True
T100007,33,4.75,True
T100005,33,4.25,True
T107005,33,4.75,True
T100000,33,4.5,True
T100001,33,5.5,True
T100004,33,5.25,True
T100006,33,5.75,True
T107009,33,4.75,True
T100003,33,4.25,True
T108002,33,5.0,True
T105001,33,5.0,True
T106001,33,5.25,True
T106006,33,5.25,True
T200002,33,4.75,True
T200000,33,4.75,True
T200001,33,5.0,True
T207041,33,4.75,True
T207033,33,4.0,True
T207040,33,4.75,True
T200003,33,4.75,True
T207000,33,4.75,True
T207035,33,5.0,True
T207012,33,5.5,True
T207038,33,4.5,True
T207002,33,5.0,True
T206060,33,5.75,True
T207034,33,5.25,True
T207004,33,5.0,True
J2D035,33,5.5,True
T207059,33,5.0,True
12E050SCIENCES,33,5.5,True
12E051SCIENCES,33,5.0,True
T206056,33,5.25,True
T206024,33,5.0,True
T205004,33,5.25,True
T100007,34,5.5,True
T100005,34,4.75,True
T107005,34,5.5,True
T100000,34,4.5,True
T100001,34,5.5,True
T100004,34,5.25,True
T100006,34,5.0,True
T107009,34,4.0,True
T100003,34,5.75,True
T106001,34,5.0,True
T108000,34,4.75,True
T108002,34,5.25,True
T106006,34,5.25,True
T200002,34,4.75,True
T200000,34,4.5,True
T200001,34,5.25,True
T207041,34,6.0,True
T207033,34,5.0,True
T207040,34,4.75,True
T200003,34,4.5,True
T207000,34,5.75,True
T207037,34,5.0,True
T207035,34,5.25,True
T207038,34,5.25,True
T207002,34,4.25,True
